0.000000 986.5000 1318.000 476.4000 677.0000 251.5000 663.5000 500.9500	977.56000
156.4000 0.000000 353.5000 84.00000 -203.600 28.06000 199.0000 37.63100	-330.2800
300.0000 -229.100 0.000000 -195.400 -116.000 540.5000 -14.0900 142.6500	-341.1800
26.76000 164.5000 472.5000 0.000000 -37.3600 -103.600 669.4000 -197.930	-350.5800
505.7000 529.0000 480.8000 128.0000 0.000000 304.1000 497.5000 402.0000	-387.6300
83.36000 237.7000 -314.700 191.1000 -7.83800 0.000000 664.6000 1133.100	-438.7400
315.3000 -151.000 -66.1700 -297.800 -165.500 -338.500 0.000000 -100.170	-501.2300
-75.7180 818.9700 681.7800 188.7200 -179.380 -289.810 1173.300 0.000000	545.66000
-23.2330 342.9200 795.5500 380.9400 408.8800 490.3600 1479.000 -86.2790	0.0000000
